dyad,background,months,task,gesture,count_raw,count,ct_raw,ct,pro_rata
b15,Bengali,12,tp2,reach,0,0,0,0,no
b15,Bengali,12,tp2,point,0,0,0,0,no
b15,Bengali,12,tp2,ho_gv,5,5,0,0,no
b16,Bengali,10,five,reach,4,4,0,0,no
b16,Bengali,10,five,point,15,15,0,0,no
b16,Bengali,10,five,ho_gv,0,0,0,0,no
b16,Bengali,10,tp1,reach,0,0,0,0,no
b16,Bengali,10,tp1,point,0,0,0,0,no
b16,Bengali,10,tp1,ho_gv,1,1,0,0,no
b16,Bengali,10,tp2,reach,0,0,0,0,no
b16,Bengali,10,tp2,point,0,0,0,0,no
b16,Bengali,10,tp2,ho_gv,2,2,0,0,no
b16,Bengali,11,five,reach,16,16,1,1,no
b16,Bengali,11,five,point,5,5,0,0,no
b16,Bengali,11,five,ho_gv,0,0,0,0,no
b16,Bengali,11,tp1,reach,0,0,0,0,no
b16,Bengali,11,tp1,point,0,0,0,0,no
b16,Bengali,11,tp1,ho_gv,4,4,0,0,no
b16,Bengali,11,tp2,reach,0,0,0,0,no
b16,Bengali,11,tp2,point,0,0,0,0,no
b16,Bengali,11,tp2,ho_gv,1,1,0,0,no
b16,Bengali,12,five,reach,1,1,0,0,no
b16,Bengali,12,five,point,9,9,0,0,no
b16,Bengali,12,five,ho_gv,0,0,0,0,no
b16,Bengali,12,tp1,reach,0,0,0,0,no
b16,Bengali,12,tp1,point,0,0,0,0,no
b16,Bengali,12,tp1,ho_gv,3,3,0,0,no
b16,Bengali,12,tp2,reach,0,0,0,0,no
b16,Bengali,12,tp2,point,0,0,0,0,no
b16,Bengali,12,tp2,ho_gv,2,2,0,0,no
b17,Bengali,10,five,reach,0,0,0,0,no
b17,Bengali,10,five,point,0,0,0,0,no
b17,Bengali,10,five,ho_gv,0,0,0,0,no
b17,Bengali,10,tp1,reach,0,0,0,0,no
b17,Bengali,10,tp1,point,0,0,0,0,no
b17,Bengali,10,tp1,ho_gv,1,1,0,0,no
b17,Bengali,10,tp2,reach,0,0,0,0,no
b17,Bengali,10,tp2,point,0,0,0,0,no
b17,Bengali,10,tp2,ho_gv,1,1,0,0,no
b17,Bengali,11,five,reach,,,0,0,no
b17,Bengali,11,five,point,,,0,0,no
b17,Bengali,11,five,ho_gv,,,0,0,no
b17,Bengali,11,tp1,reach,0,0,0,0,no
b17,Bengali,11,tp1,point,0,0,0,0,no
b17,Bengali,11,tp1,ho_gv,0,0,0,0,no
b17,Bengali,11,tp2,reach,,,0,0,no
b17,Bengali,11,tp2,point,,,0,0,no
b17,Bengali,11,tp2,ho_gv,,,0,0,no
b17,Bengali,12,five,reach,3,3,0,0,no
b17,Bengali,12,five,point,0,0,0,0,no
b17,Bengali,12,five,ho_gv,0,0,0,0,no
b17,Bengali,12,tp1,reach,0,0,0,0,no
b17,Bengali,12,tp1,point,0,0,0,0,no
b17,Bengali,12,tp1,ho_gv,0,0,0,0,no
b17,Bengali,12,tp2,reach,0,0,0,0,no
b17,Bengali,12,tp2,point,0,0,0,0,no
b17,Bengali,12,tp2,ho_gv,0,0,0,0,no
b18,Bengali,10,five,reach,2,2,0,0,no
b18,Bengali,10,five,point,1,1,0,0,no
b18,Bengali,10,five,ho_gv,0,0,0,0,no
b18,Bengali,10,tp1,reach,0,0,0,0,no
b18,Bengali,10,tp1,point,0,0,0,0,no
b18,Bengali,10,tp1,ho_gv,3,3,0,0,no
b18,Bengali,10,tp2,reach,0,0,0,0,no
b18,Bengali,10,tp2,point,0,0,0,0,no
b18,Bengali,10,tp2,ho_gv,3,3,0,0,no
b18,Bengali,11,five,reach,5,5,0,0,yes
b18,Bengali,11,five,point,2,2,0,0,yes
b18,Bengali,11,five,ho_gv,0,0,0,0,yes
b18,Bengali,11,tp1,reach,0,0,0,0,no
b18,Bengali,11,tp1,point,0,0,0,0,no
b18,Bengali,11,tp1,ho_gv,0,0,0,0,no
b18,Bengali,11,tp2,reach,0,0,0,0,no
b18,Bengali,11,tp2,point,0,0,0,0,no
b18,Bengali,11,tp2,ho_gv,4,4,0,0,no
b18,Bengali,12,five,reach,8,8,0,0,no
b18,Bengali,12,five,point,0,0,0,0,no
b18,Bengali,12,five,ho_gv,0,0,0,0,no
b18,Bengali,12,tp1,reach,0,0,0,0,no
b18,Bengali,12,tp1,point,0,0,0,0,no
b18,Bengali,12,tp1,ho_gv,12,12,0,0,no
b18,Bengali,12,tp2,reach,0,0,0,0,no
b18,Bengali,12,tp2,point,0,0,0,0,no
b18,Bengali,12,tp2,ho_gv,13,13,0,0,no
b19,Bengali,10,five,reach,3,3,0,0,no
b19,Bengali,10,five,point,0,0,0,0,no
b19,Bengali,10,five,ho_gv,0,0,0,0,no
b19,Bengali,10,tp1,reach,0,0,0,0,no
b19,Bengali,10,tp1,point,0,0,0,0,no
b19,Bengali,10,tp1,ho_gv,0,0,0,0,no
b19,Bengali,10,tp2,reach,0,0,0,0,no
b19,Bengali,10,tp2,point,0,0,0,0,no
b19,Bengali,10,tp2,ho_gv,0,0,0,0,no
b19,Bengali,11,five,reach,0,0,0,0,no
b19,Bengali,11,five,point,0,0,0,0,no
b19,Bengali,11,five,ho_gv,0,0,0,0,no
b19,Bengali,11,tp1,reach,0,0,0,0,no
b19,Bengali,11,tp1,point,0,0,0,0,no
b19,Bengali,11,tp1,ho_gv,0,0,0,0,no
b19,Bengali,11,tp2,reach,0,0,0,0,no
b19,Bengali,11,tp2,point,0,0,0,0,no
b19,Bengali,11,tp2,ho_gv,0,0,0,0,no
b19,Bengali,12,five,reach,1,1,0,0,no
b19,Bengali,12,five,point,0,0,0,0,no
b19,Bengali,12,five,ho_gv,0,0,0,0,no
b19,Bengali,12,tp1,reach,0,0,0,0,no
b19,Bengali,12,tp1,point,0,0,0,0,no
b19,Bengali,12,tp1,ho_gv,1,1,0,0,no
b19,Bengali,12,tp2,reach,0,0,0,0,no
b19,Bengali,12,tp2,point,0,0,0,0,no
b19,Bengali,12,tp2,ho_gv,2,2,0,0,no
b20,Bengali,10,five,reach,1,1,0,0,no
b20,Bengali,10,five,point,0,0,0,0,no
b20,Bengali,10,five,ho_gv,0,0,0,0,no
b20,Bengali,10,tp1,reach,0,0,0,0,no
b20,Bengali,10,tp1,point,0,0,0,0,no
b20,Bengali,10,tp1,ho_gv,0,0,0,0,no
b20,Bengali,10,tp2,reach,0,0,0,0,no
b20,Bengali,10,tp2,point,0,0,0,0,no
b20,Bengali,10,tp2,ho_gv,7,7,0,0,no
b20,Bengali,11,five,reach,1,1,0,0,no
b20,Bengali,11,five,point,0,0,0,0,no
b20,Bengali,11,five,ho_gv,0,0,0,0,no
b20,Bengali,11,tp1,reach,0,0,0,0,no
b20,Bengali,11,tp1,point,0,0,0,0,no
b20,Bengali,11,tp1,ho_gv,0,0,0,0,no
b20,Bengali,11,tp2,reach,0,0,0,0,no
b20,Bengali,11,tp2,point,0,0,0,0,no
b20,Bengali,11,tp2,ho_gv,2,2,0,0,no
b20,Bengali,12,five,reach,0,0,0,0,no
b20,Bengali,12,five,point,0,0,0,0,no
b20,Bengali,12,five,ho_gv,0,0,0,0,no
b20,Bengali,12,tp1,reach,0,0,0,0,no
b20,Bengali,12,tp1,point,0,0,0,0,no
b20,Bengali,12,tp1,ho_gv,6,6,0,0,no
b20,Bengali,12,tp2,reach,0,0,0,0,no
b20,Bengali,12,tp2,point,0,0,0,0,no
b20,Bengali,12,tp2,ho_gv,0,0,0,0,no
c01,Chinese,10,five,reach,1,5,0,0,yes
c01,Chinese,10,five,point,0,0,0,0,yes
c01,Chinese,10,five,ho_gv,0,0,0,0,yes
c01,Chinese,10,tp1,reach,0,0,0,0,no
c01,Chinese,10,tp1,point,0,0,0,0,no
c01,Chinese,10,tp1,ho_gv,0,0,0,0,no
c01,Chinese,10,tp2,reach,0,0,0,0,no
c01,Chinese,10,tp2,point,0,0,0,0,no
c01,Chinese,10,tp2,ho_gv,0,0,0,0,no
c01,Chinese,11,five,reach,6,6,1,1,no
c01,Chinese,11,five,point,1,1,0,0,no
c01,Chinese,11,five,ho_gv,0,0,0,0,no
c01,Chinese,11,tp1,reach,0,0,0,0,yes
c01,Chinese,11,tp1,point,0,0,0,0,yes
c01,Chinese,11,tp1,ho_gv,6,8,0,0,yes
c01,Chinese,11,tp2,reach,0,0,0,0,no
c01,Chinese,11,tp2,point,0,0,0,0,no
c01,Chinese,11,tp2,ho_gv,1,1,1,1,no
c01,Chinese,12,five,reach,3,3,1,1,no
c01,Chinese,12,five,point,6,6,4,4,no
c01,Chinese,12,five,ho_gv,0,0,0,0,no
c01,Chinese,12,tp1,reach,0,0,0,0,no
c01,Chinese,12,tp1,point,0,0,0,0,no
c01,Chinese,12,tp1,ho_gv,4,4,0,0,no
c01,Chinese,12,tp2,reach,0,0,0,0,no
c01,Chinese,12,tp2,point,0,0,0,0,no
c01,Chinese,12,tp2,ho_gv,3,3,0,0,no
c02,Chinese,10,five,reach,0,0,0,0,no
c02,Chinese,10,five,point,0,0,0,0,no
c02,Chinese,10,five,ho_gv,0,0,0,0,no
c02,Chinese,10,tp1,reach,0,0,0,0,yes
c02,Chinese,10,tp1,point,0,0,0,0,yes
c02,Chinese,10,tp1,ho_gv,7,11,0,0,yes
c02,Chinese,10,tp2,reach,0,0,0,0,no
c02,Chinese,10,tp2,point,0,0,0,0,no
c02,Chinese,10,tp2,ho_gv,1,1,0,0,no
c02,Chinese,11,five,reach,5,5,0,0,no
c02,Chinese,11,five,point,0,0,0,0,no
c02,Chinese,11,five,ho_gv,0,0,0,0,no
c02,Chinese,11,tp1,reach,1,1,0,0,no
c02,Chinese,11,tp1,point,0,0,0,0,no
c02,Chinese,11,tp1,ho_gv,25,25,0,0,no
c02,Chinese,11,tp2,reach,0,0,0,0,no
c02,Chinese,11,tp2,point,0,0,0,0,no
c02,Chinese,11,tp2,ho_gv,14,14,1,1,no
c02,Chinese,12,five,reach,2,2,0,0,no
c02,Chinese,12,five,point,0,0,0,0,no
c02,Chinese,12,five,ho_gv,0,0,0,0,no
c02,Chinese,12,tp1,reach,0,0,0,0,no
c02,Chinese,12,tp1,point,0,0,0,0,no
c02,Chinese,12,tp1,ho_gv,28,28,0,0,no
c02,Chinese,12,tp2,reach,0,0,0,0,no
c02,Chinese,12,tp2,point,0,0,0,0,no
c02,Chinese,12,tp2,ho_gv,21,21,0,0,no
c03,Chinese,10,five,reach,0,0,0,0,yes
c03,Chinese,10,five,point,0,0,0,0,yes
c03,Chinese,10,five,ho_gv,0,0,0,0,yes
c03,Chinese,10,tp1,reach,0,0,0,0,no
c03,Chinese,10,tp1,point,0,0,0,0,no
c03,Chinese,10,tp1,ho_gv,0,0,0,0,no
c03,Chinese,10,tp2,reach,0,0,0,0,no
c03,Chinese,10,tp2,point,0,0,0,0,no
c03,Chinese,10,tp2,ho_gv,0,0,0,0,no
c03,Chinese,11,five,reach,0,0,0,0,no
c03,Chinese,11,five,point,0,0,0,0,no
c03,Chinese,11,five,ho_gv,0,0,0,0,no
c03,Chinese,11,tp1,reach,0,0,0,0,no
c03,Chinese,11,tp1,point,0,0,0,0,no
c03,Chinese,11,tp1,ho_gv,4,4,0,0,no
c03,Chinese,11,tp2,reach,0,0,0,0,no
c03,Chinese,11,tp2,point,0,0,0,0,no
c03,Chinese,11,tp2,ho_gv,0,0,0,0,no
c03,Chinese,12,five,reach,0,0,0,0,no
c03,Chinese,12,five,point,6,6,0,0,no
c03,Chinese,12,five,ho_gv,0,0,0,0,no
c03,Chinese,12,tp1,reach,0,0,0,0,no
c03,Chinese,12,tp1,point,0,0,0,0,no
c03,Chinese,12,tp1,ho_gv,4,4,0,0,no
c03,Chinese,12,tp2,reach,0,0,0,0,no
c03,Chinese,12,tp2,point,0,0,0,0,no
c03,Chinese,12,tp2,ho_gv,2,2,0,0,no
c04,Chinese,10,five,reach,3,3,0,0,no
c04,Chinese,10,five,point,5,5,1,1,no
c04,Chinese,10,five,ho_gv,0,0,0,0,no
c04,Chinese,10,tp1,reach,0,0,0,0,no
c04,Chinese,10,tp1,point,0,0,0,0,no
c04,Chinese,10,tp1,ho_gv,1,1,0,0,no
c04,Chinese,10,tp2,reach,0,0,0,0,no
c04,Chinese,10,tp2,point,0,0,0,0,no
c04,Chinese,10,tp2,ho_gv,0,0,0,0,no
c04,Chinese,11,five,reach,4,4,1,1,no
c04,Chinese,11,five,point,4,4,2,2,no
c04,Chinese,11,five,ho_gv,0,0,0,0,no
c04,Chinese,11,tp1,reach,0,0,0,0,no
c04,Chinese,11,tp1,point,0,0,0,0,no
c04,Chinese,11,tp1,ho_gv,5,5,0,0,no
c04,Chinese,11,tp2,reach,1,1,0,0,no
c04,Chinese,11,tp2,point,1,1,1,1,no
c04,Chinese,11,tp2,ho_gv,1,1,0,0,no
c04,Chinese,12,five,reach,1,1,1,1,no
c04,Chinese,12,five,point,11,11,4,4,no
c04,Chinese,12,five,ho_gv,0,0,0,0,no
c04,Chinese,12,tp1,reach,1,1,0,0,no
c04,Chinese,12,tp1,point,2,2,0,0,no
c04,Chinese,12,tp1,ho_gv,28,28,0,0,no
c04,Chinese,12,tp2,reach,0,0,0,0,no
c04,Chinese,12,tp2,point,0,0,0,0,no
c04,Chinese,12,tp2,ho_gv,1,1,0,0,no
c05,Chinese,10,five,reach,6,6,3,3,no
c05,Chinese,10,five,point,0,0,0,0,no
c05,Chinese,10,five,ho_gv,0,0,0,0,no
c05,Chinese,10,tp1,reach,0,0,0,0,no
c05,Chinese,10,tp1,point,0,0,0,0,no
c05,Chinese,10,tp1,ho_gv,0,0,0,0,no
c05,Chinese,10,tp2,reach,0,0,0,0,no
c05,Chinese,10,tp2,point,0,0,0,0,no
c05,Chinese,10,tp2,ho_gv,6,6,1,1,no
c05,Chinese,11,five,reach,10,10,6,6,no
c05,Chinese,11,five,point,0,0,0,0,no
c05,Chinese,11,five,ho_gv,0,0,0,0,no
c05,Chinese,11,tp1,reach,0,0,0,0,no
c05,Chinese,11,tp1,point,0,0,0,0,no
c05,Chinese,11,tp1,ho_gv,7,7,0,0,no
c05,Chinese,11,tp2,reach,0,0,0,0,no
c05,Chinese,11,tp2,point,0,0,0,0,no
c05,Chinese,11,tp2,ho_gv,1,1,0,0,no
c05,Chinese,12,five,reach,3,3,2,2,no
c05,Chinese,12,five,point,0,0,0,0,no
c05,Chinese,12,five,ho_gv,0,0,0,0,no
c05,Chinese,12,tp1,reach,0,0,0,0,no
c05,Chinese,12,tp1,point,0,0,0,0,no
c05,Chinese,12,tp1,ho_gv,0,0,0,0,no
c05,Chinese,12,tp2,reach,0,0,0,0,no
c05,Chinese,12,tp2,point,0,0,0,0,no
c05,Chinese,12,tp2,ho_gv,0,0,0,0,no
c06,Chinese,10,five,reach,0,0,0,0,no
c06,Chinese,10,five,point,4,4,2,2,no
c06,Chinese,10,five,ho_gv,0,0,0,0,no
c06,Chinese,10,tp1,reach,0,0,0,0,no
c06,Chinese,10,tp1,point,2,2,0,0,no
c06,Chinese,10,tp1,ho_gv,1,1,0,0,no
c06,Chinese,10,tp2,reach,0,0,0,0,no
c06,Chinese,10,tp2,point,0,0,0,0,no
c06,Chinese,10,tp2,ho_gv,2,2,0,0,no
c06,Chinese,11,five,reach,0,0,0,0,yes
c06,Chinese,11,five,point,4,5,1,1,yes
c06,Chinese,11,five,ho_gv,1,1,0,0,yes
c06,Chinese,11,tp1,reach,0,0,0,0,no
c06,Chinese,11,tp1,point,0,0,0,0,no
c06,Chinese,11,tp1,ho_gv,2,2,0,0,no
c06,Chinese,11,tp2,reach,0,0,0,0,no
c06,Chinese,11,tp2,point,2,2,1,1,no
c06,Chinese,11,tp2,ho_gv,0,0,0,0,no
c06,Chinese,12,five,reach,3,3,3,3,no
c06,Chinese,12,five,point,15,15,12,12,no
c06,Chinese,12,five,ho_gv,0,0,0,0,no
c06,Chinese,12,tp1,reach,0,0,0,0,no
c06,Chinese,12,tp1,point,8,8,1,1,no
c06,Chinese,12,tp1,ho_gv,0,0,0,0,no
c06,Chinese,12,tp2,reach,0,0,0,0,no
c06,Chinese,12,tp2,point,5,5,1,1,no
c06,Chinese,12,tp2,ho_gv,8,8,0,0,no
c07,Chinese,10,five,reach,5,5,2,2,no
c07,Chinese,10,five,point,0,0,0,0,no
c07,Chinese,10,five,ho_gv,0,0,0,0,no
c07,Chinese,10,tp1,reach,0,0,0,0,no
c07,Chinese,10,tp1,point,0,0,0,0,no
c07,Chinese,10,tp1,ho_gv,0,0,0,0,no
c07,Chinese,10,tp2,reach,0,0,0,0,no
c07,Chinese,10,tp2,point,0,0,0,0,no
c07,Chinese,10,tp2,ho_gv,2,2,0,0,no
c07,Chinese,11,five,reach,4,4,0,0,no
c07,Chinese,11,five,point,0,0,0,0,no
c07,Chinese,11,five,ho_gv,0,0,0,0,no
c07,Chinese,11,tp1,reach,0,0,0,0,no
c07,Chinese,11,tp1,point,0,0,0,0,no
c07,Chinese,11,tp1,ho_gv,0,0,0,0,no
c07,Chinese,11,tp2,reach,0,0,0,0,no
c07,Chinese,11,tp2,point,0,0,0,0,no
c07,Chinese,11,tp2,ho_gv,0,0,0,0,no
c07,Chinese,12,five,reach,6,6,1,1,no
c07,Chinese,12,five,point,0,0,0,0,no
c07,Chinese,12,five,ho_gv,0,0,0,0,no
c07,Chinese,12,tp1,reach,0,0,0,0,no
c07,Chinese,12,tp1,point,0,0,0,0,no
c07,Chinese,12,tp1,ho_gv,0,0,0,0,no
c07,Chinese,12,tp2,reach,0,0,0,0,no
c07,Chinese,12,tp2,point,0,0,0,0,no
c07,Chinese,12,tp2,ho_gv,0,0,0,0,no
c08,Chinese,10,five,reach,6,6,2,2,no
c08,Chinese,10,five,point,0,0,0,0,no
c08,Chinese,10,five,ho_gv,0,0,0,0,no
c08,Chinese,10,tp1,reach,0,0,0,0,no
c08,Chinese,10,tp1,point,0,0,0,0,no
c08,Chinese,10,tp1,ho_gv,6,6,2,2,no
c08,Chinese,10,tp2,reach,1,1,0,0,no
c08,Chinese,10,tp2,point,0,0,0,0,no
c08,Chinese,10,tp2,ho_gv,2,2,0,0,no
c08,Chinese,11,five,reach,5,5,2,2,no
c08,Chinese,11,five,point,8,8,7,7,no
c08,Chinese,11,five,ho_gv,0,0,0,0,no
c08,Chinese,11,tp1,reach,0,0,0,0,no
c08,Chinese,11,tp1,point,0,0,0,0,no
c08,Chinese,11,tp1,ho_gv,17,17,0,0,no
c08,Chinese,11,tp2,reach,0,0,0,0,no
c08,Chinese,11,tp2,point,1,1,0,0,no
c08,Chinese,11,tp2,ho_gv,14,14,3,3,no
c08,Chinese,12,five,reach,5,5,2,2,no
c08,Chinese,12,five,point,4,4,2,2,no
c08,Chinese,12,five,ho_gv,0,0,0,0,no
c08,Chinese,12,tp1,reach,0,0,0,0,no
c08,Chinese,12,tp1,point,0,0,0,0,no
c08,Chinese,12,tp1,ho_gv,6,6,0,0,no
c08,Chinese,12,tp2,reach,0,0,0,0,no
c08,Chinese,12,tp2,point,0,0,0,0,no
c08,Chinese,12,tp2,ho_gv,16,16,3,3,no
c09,Chinese,10,five,reach,0,0,0,0,yes
c09,Chinese,10,five,point,0,0,0,0,yes
c09,Chinese,10,five,ho_gv,0,0,0,0,yes
c09,Chinese,10,tp1,reach,0,0,0,0,no
c09,Chinese,10,tp1,point,1,1,1,1,no
c09,Chinese,10,tp1,ho_gv,7,7,0,0,no
c09,Chinese,10,tp2,reach,0,0,0,0,no
c09,Chinese,10,tp2,point,0,0,0,0,no
c09,Chinese,10,tp2,ho_gv,2,2,0,0,no
c09,Chinese,11,five,reach,0,0,0,0,no
c09,Chinese,11,five,point,6,6,2,2,no
c09,Chinese,11,five,ho_gv,0,0,0,0,no
c09,Chinese,11,tp1,reach,0,0,0,0,no
c09,Chinese,11,tp1,point,3,3,0,0,no
c09,Chinese,11,tp1,ho_gv,2,2,1,1,no
c09,Chinese,11,tp2,reach,0,0,0,0,no
c09,Chinese,11,tp2,point,5,5,0,0,no
c09,Chinese,11,tp2,ho_gv,1,1,0,0,no
c09,Chinese,12,five,reach,0,0,0,0,yes
c09,Chinese,12,five,point,15,18,7,8,yes
c09,Chinese,12,five,ho_gv,0,0,0,0,yes
c09,Chinese,12,tp1,reach,0,0,0,0,no
c09,Chinese,12,tp1,point,3,3,1,1,no
c09,Chinese,12,tp1,ho_gv,8,8,2,2,no
c09,Chinese,12,tp2,reach,0,0,0,0,no
c09,Chinese,12,tp2,point,1,1,0,0,no
c09,Chinese,12,tp2,ho_gv,3,3,1,1,no
c10,Chinese,10,five,reach,3,3,0,0,no
c10,Chinese,10,five,point,0,0,0,0,no
c10,Chinese,10,five,ho_gv,0,0,0,0,no
c10,Chinese,10,tp1,reach,0,0,0,0,no
c10,Chinese,10,tp1,point,0,0,0,0,no
c10,Chinese,10,tp1,ho_gv,1,1,0,0,no
c10,Chinese,10,tp2,reach,0,0,0,0,no
c10,Chinese,10,tp2,point,0,0,0,0,no
c10,Chinese,10,tp2,ho_gv,0,0,0,0,no
c10,Chinese,11,five,reach,5,5,0,0,no
c10,Chinese,11,five,point,0,0,0,0,no
c10,Chinese,11,five,ho_gv,0,0,0,0,no
c10,Chinese,11,tp1,reach,0,0,0,0,no
c10,Chinese,11,tp1,point,0,0,0,0,no
c10,Chinese,11,tp1,ho_gv,1,1,0,0,no
c10,Chinese,11,tp2,reach,0,0,0,0,no
c10,Chinese,11,tp2,point,0,0,0,0,no
c10,Chinese,11,tp2,ho_gv,0,0,0,0,no
c10,Chinese,12,five,reach,0,0,0,0,no
c10,Chinese,12,five,point,3,3,0,0,no
c10,Chinese,12,five,ho_gv,0,0,0,0,no
c10,Chinese,12,tp1,reach,0,0,0,0,no
c10,Chinese,12,tp1,point,0,0,0,0,no
c10,Chinese,12,tp1,ho_gv,0,0,0,0,no
